business_id,text,category,detected_domain,allowed_domains,is_allowed
B009,Premium building services available,real_estate,real_estate,real_estate,1
B011,Best author ever!,books,books,books,1
B005,Best insurance ever!,finance,finance,finance,1
B001,Amazing dish! Perfect for pizza needs,food,food,food,1
M001,Looking for essentials? We've got you covered,grocery,grocery,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M002,Exclusive dress deals - limited time offer,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M008,Exclusive doctor deals - limited time offer,health,health,"beauty,fashion,health",1
B012,Just launched our new travel range,travel,travel,travel,1
M007,Discover travel and destination today,travel,travel,"entertainment,travel",1
M001,Shop now for premium motorcycle at great prices,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B014,Amazing cosmetics! Perfect for grooming needs,beauty,beauty,beauty,1
M003,Premium workout services available,sports,sports,"beauty,fashion,sports",1
B057,Discover education and training today,education,education,education,1
B006,Best outfit ever!,fashion,fashion,fashion,1
B010,Discover streaming and gaming today,entertainment,entertainment,entertainment,1
M006,Looking for resort? We've got you covered,travel,travel,"entertainment,travel",1
M007,Exclusive film deals - limited time offer,entertainment,entertainment,"entertainment,travel",1
M005,Shop now for premium fruits at great prices,grocery,grocery,"food,grocery",1
B005,Shop now for premium finance at great prices,finance,finance,finance,1
M002,Amazing wear! Perfect for fashion needs,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B057,Best bet ever!,gambling,gambling,education,0
M007,Shop now for premium movie at great prices,entertainment,entertainment,"entertainment,travel",1
M002,Exclusive makeup deals - limited time offer,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M006,Premium media services available,entertainment,entertainment,"entertainment,travel",1
M004,Best recipe ever!,food,food,"food,grocery",1
B009,Exclusive land deals - limited time offer,real_estate,real_estate,real_estate,1
M006,Amazing film! Perfect for film needs,entertainment,entertainment,"entertainment,travel",1
B005,New arrival: Latest insurance collection,finance,finance,finance,1
B006,Premium apparel services available,fashion,fashion,fashion,1
M002,Amazing dress! Perfect for trend needs,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B014,New arrival: Latest spa collection,beauty,beauty,beauty,1
M006,Discover holiday and hotel today,travel,travel,"entertainment,travel",1
B005,Best insurance ever!,finance,finance,finance,1
M003,Looking for gym? We've got you covered,sports,sports,"beauty,fashion,sports",1
M002,Premium laptop services available,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M001,Just launched our new camera range,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B004,Best medical ever!,health,health,health,1
M006,Amazing booking! Perfect for hotel needs,travel,travel,"entertainment,travel",1
M005,Order daily needs online now,grocery,grocery,"food,grocery",1
B009,Looking for flat? We've got you covered,real_estate,real_estate,real_estate,1
M001,Exclusive machine learning deals - limited time offer,tech,tech,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B005,Shop now for premium savings at great prices,finance,finance,finance,1
M001,Premium daily needs services available,grocery,grocery,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M004,Premium cooking services available,food,food,"food,grocery",1
B010,Just launched our new music range,entertainment,entertainment,entertainment,1
M001,Amazing author! Perfect for ebook needs,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M002,Amazing device! Perfect for mobile needs,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M002,Just launched our new road range,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M002,New arrival: Latest phone collection,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M001,Premium salon services available,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B009,New arrival: Latest buy collection,real_estate,real_estate,real_estate,1
M002,Looking for beauty? We've got you covered,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M004,Exclusive dish deals - limited time offer,food,food,"food,grocery",1
B009,Shop now for premium buy at great prices,real_estate,real_estate,real_estate,1
M002,Just launched our new fragrance range,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B012,New arrival: Latest holiday collection,travel,travel,travel,1
M007,Looking for streaming? We've got you covered,entertainment,entertainment,"entertainment,travel",1
B009,Premium building services available,real_estate,real_estate,real_estate,1
B005,New arrival: Latest wealth collection,finance,finance,finance,1
M002,Discover motor and motorcycle today,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M005,Looking for dish? We've got you covered,food,food,"food,grocery",1
B003,Premium teach services available,education,education,education,1
M007,Order gamble online now,gambling,gambling,"entertainment,travel",0
M003,Amazing loan! Perfect for loan needs,finance,finance,"beauty,fashion,sports",0
M008,Order care online now,health,health,"beauty,fashion,health",1
B009,Premium villa services available,real_estate,real_estate,real_estate,1
M004,Discover daily needs and fruits today,grocery,grocery,"food,grocery",1
M001,Best AI ever!,tech,tech,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B004,Exclusive care deals - limited time offer,health,health,health,1
B004,Looking for treatment? We've got you covered,health,health,health,1
M007,Exclusive holiday deals - limited time offer,travel,travel,"entertainment,travel",1
B009,Looking for building? We've got you covered,real_estate,real_estate,real_estate,1
M002,Just launched our new bike range,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B005,Discover savings and wealth today,finance,finance,finance,1
M003,Premium beauty services available,beauty,beauty,"beauty,fashion,sports",1
B015,Looking for team sports? We've got you covered,sports,sports,sports,1
M005,Order eat online now,food,food,"food,grocery",1
B005,Shop now for premium insurance at great prices,finance,finance,finance,1
M002,Amazing motorcycle! Perfect for motor needs,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M006,Order resort online now,travel,travel,"entertainment,travel",1
M008,Best doctor ever!,health,health,"beauty,fashion,health",1
B015,New arrival: Latest exercise collection,sports,sports,sports,1
M002,Amazing tablet! Perfect for mobile needs,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M005,Shop now for premium restaurant at great prices,food,food,"food,grocery",1
B009,Amazing flat! Perfect for home needs,real_estate,real_estate,real_estate,1
M002,New arrival: Latest device collection,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B009,Order villa online now,real_estate,real_estate,real_estate,1
B014,Amazing fragrance! Perfect for cosmetics needs,beauty,beauty,beauty,1
M002,Best smart ever!,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M002,Amazing sports! Perfect for team sports needs,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B010,New arrival: Latest film collection,entertainment,entertainment,entertainment,1
M005,Amazing household! Perfect for groceries needs,grocery,grocery,"food,grocery",1
M001,Order wear online now,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B005,Order finance online now,finance,finance,finance,1
M001,Amazing device! Perfect for camera needs,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B005,Discover finance and investment today,finance,finance,finance,1
B013,Just launched our new fruits range,grocery,grocery,grocery,1
M006,Amazing performance! Perfect for show needs,entertainment,entertainment,"entertainment,travel",1
B004,Just launched our new treatment range,health,health,health,1
M004,Looking for meal? We've got you covered,food,food,"food,grocery",1
B009,Order bullet online now,weapons,weapons,real_estate,0
B009,Best land ever!,real_estate,real_estate,real_estate,1
M001,Discover electronic and smart today,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B010,Best lottery ever!,gambling,gambling,entertainment,0
M001,Discover groceries and essentials today,grocery,grocery,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B002,Premium code services available,tech,tech,tech,1
M003,Best wear ever!,fashion,fashion,"beauty,fashion,sports",1
B057,Best teach ever!,education,education,education,1
M005,Discover cooking and cuisine today,food,food,"food,grocery",1
M001,Just launched our new device range,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M001,Order sports online now,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B005,Discover loan and banking today,finance,finance,finance,1
B007,Looking for electronic? We've got you covered,electronics,electronics,electronics,1
B004,Premium fitness services available,health,health,health,1
B002,New arrival: Latest code collection,tech,tech,tech,1
B002,Amazing coding! Perfect for digital needs,tech,tech,tech,1
B004,Best care ever!,health,health,health,1
M008,New arrival: Latest care collection,health,health,"beauty,fashion,health",1
B013,Shop now for premium essentials at great prices,grocery,grocery,grocery,1
M001,Amazing road! Perfect for engine needs,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B009,New arrival: Latest home collection,real_estate,real_estate,real_estate,1
M002,Premium cosmetics services available,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B008,Best car ever!,automotive,automotive,automotive,1
M001,Shop now for premium beauty at great prices,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M006,Discover show and concert today,entertainment,entertainment,"entertainment,travel",1
B011,Premium author services available,books,books,books,1
M001,Amazing exercise! Perfect for gym needs,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M001,Looking for publication? We've got you covered,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M001,Exclusive author deals - limited time offer,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M002,Looking for daily needs? We've got you covered,grocery,grocery,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M006,Looking for booking? We've got you covered,travel,travel,"entertainment,travel",1
B014,Best haircare ever!,beauty,beauty,beauty,1
B057,Premium course services available,education,education,education,1
B057,New arrival: Latest tutorial collection,education,education,education,1
B011,Premium books services available,books,books,books,1
B010,Best movie ever!,entertainment,entertainment,entertainment,1
M002,Shop now for premium accessories at great prices,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M002,Amazing salon! Perfect for skincare needs,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M008,Looking for skincare? We've got you covered,beauty,beauty,"beauty,fashion,health",1
M006,Exclusive performance deals - limited time offer,entertainment,entertainment,"entertainment,travel",1
M005,Shop now for premium restaurant at great prices,food,food,"food,grocery",1
M003,Best fragrance ever!,beauty,beauty,"beauty,fashion,sports",1
M008,Looking for apparel? We've got you covered,fashion,fashion,"beauty,fashion,health",1
B011,New arrival: Latest novel collection,books,books,books,1
M004,Exclusive meal deals - limited time offer,food,food,"food,grocery",1
M005,Discover daily needs and fresh today,grocery,grocery,"food,grocery",1
B009,Best home ever!,real_estate,real_estate,real_estate,1
M006,Discover resort and tourism today,travel,travel,"entertainment,travel",1
B011,Looking for literature? We've got you covered,books,books,books,1
B009,Discover rent and rent today,real_estate,real_estate,real_estate,1
M005,New arrival: Latest pizza collection,food,food,"food,grocery",1
B009,Discover clothing and jewelry today,fashion,fashion,real_estate,0
M002,Amazing smart! Perfect for smart needs,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M002,New arrival: Latest spa collection,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M003,Just launched our new exercise range,sports,sports,"beauty,fashion,sports",1
M002,Amazing mobile! Perfect for smart needs,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B008,Discover transport and engine today,automotive,automotive,automotive,1
M008,Shop now for premium doctor at great prices,health,health,"beauty,fashion,health",1
M001,Order clothing online now,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M004,Exclusive dish deals - limited time offer,food,food,"food,grocery",1
M001,Shop now for premium electronic at great prices,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M008,Discover fragrance and salon today,beauty,beauty,"beauty,fashion,health",1
B002,New arrival: Latest computer collection,tech,tech,tech,1
B003,Exclusive tutorial deals - limited time offer,education,education,education,1
M003,Order cosmetics online now,beauty,beauty,"beauty,fashion,sports",1
M007,Shop now for premium streaming at great prices,entertainment,entertainment,"entertainment,travel",1
B005,Just launched our new banking range,finance,finance,finance,1
B001,Best restaurant ever!,food,food,food,1
B009,Looking for land? We've got you covered,real_estate,real_estate,real_estate,1
B005,Discover money and savings today,finance,finance,finance,1
M002,Order laptop online now,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B014,Best haircare ever!,beauty,beauty,beauty,1
M001,Looking for computer? We've got you covered,tech,tech,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M002,Looking for gym? We've got you covered,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M001,Premium bike services available,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B057,Discover training and tutorial today,education,education,education,1
M008,Looking for care? We've got you covered,health,health,"beauty,fashion,health",1
M006,Order gaming online now,entertainment,entertainment,"entertainment,travel",1
M002,Looking for motorcycle? We've got you covered,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M004,Just launched our new supermarket range,grocery,grocery,"food,grocery",1
B057,Discover tutorial and skills today,education,education,education,1
M005,Just launched our new dish range,food,food,"food,grocery",1
M005,Just launched our new supermarket range,grocery,grocery,"food,grocery",1
M003,Shop now for premium salon at great prices,beauty,beauty,"beauty,fashion,sports",1
M001,Premium drive services available,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M002,Order clothing online now,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M002,Shop now for premium TV at great prices,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M001,Discover vehicle and motorcycle today,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M001,New arrival: Latest digital collection,tech,tech,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M001,New arrival: Latest daily needs collection,grocery,grocery,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M006,Order flight online now,travel,travel,"entertainment,travel",1
M001,Discover camera and smart today,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M005,Premium daily needs services available,grocery,grocery,"food,grocery",1
M003,Looking for sports? We've got you covered,sports,sports,"beauty,fashion,sports",1
M001,Amazing supermarket! Perfect for household needs,grocery,grocery,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M002,Amazing athletic! Perfect for sports needs,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B015,Exclusive fitness deals - limited time offer,health,health,sports,0
B009,Premium apartment services available,real_estate,real_estate,real_estate,1
M006,Amazing tourism! Perfect for flight needs,travel,travel,"entertainment,travel",1
B011,Discover wellness and hospital today,health,health,books,0
M006,Exclusive media deals - limited time offer,entertainment,entertainment,"entertainment,travel",1
M001,Shop now for premium publication at great prices,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M004,Order household online now,grocery,grocery,"food,grocery",1
M002,Shop now for premium style at great prices,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M001,Shop now for premium fragrance at great prices,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B007,Shop now for premium smart at great prices,electronics,electronics,electronics,1
M008,Exclusive opioid deals - limited time offer,drugs,drugs,"beauty,fashion,health",0
B003,Best tutorial ever!,education,education,education,1
B015,Looking for team sports? We've got you covered,sports,sports,sports,1
M006,Exclusive performance deals - limited time offer,entertainment,entertainment,"entertainment,travel",1
B010,Exclusive film deals - limited time offer,entertainment,entertainment,entertainment,1
B003,Just launched our new learning range,education,education,education,1
M001,Order haircare online now,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M007,Premium tour services available,travel,travel,"entertainment,travel",1
M001,Just launched our new coding range,tech,tech,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B011,Discover reading and novel today,books,books,books,1
B007,New arrival: Latest gadget collection,electronics,electronics,electronics,1
M001,Amazing exercise! Perfect for athletic needs,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B057,Premium study services available,education,education,education,1
M003,Best cosmetics ever!,beauty,beauty,"beauty,fashion,sports",1
M001,Amazing magazine! Perfect for publication needs,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B009,Best apartment ever!,real_estate,real_estate,real_estate,1
M002,Amazing electronic! Perfect for smart needs,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B005,Discover stock and savings today,finance,finance,finance,1
M002,Exclusive device deals - limited time offer,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B003,Exclusive tutorial deals - limited time offer,education,education,education,1
B004,Order wellness online now,health,health,health,1
M003,Order beauty online now,beauty,beauty,"beauty,fashion,sports",1
B006,Shop now for premium style at great prices,fashion,fashion,fashion,1
B007,New arrival: Latest camera collection,electronics,electronics,electronics,1
B002,Best explicit ever!,adult_content,adult_content,tech,0
M001,New arrival: Latest novel collection,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M003,Shop now for premium athletic at great prices,sports,sports,"beauty,fashion,sports",1
M006,Order tourism online now,travel,travel,"entertainment,travel",1
M001,Exclusive clothing deals - limited time offer,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M007,Premium music services available,entertainment,entertainment,"entertainment,travel",1
M008,Exclusive jewelry deals - limited time offer,fashion,fashion,"beauty,fashion,health",1
B009,New arrival: Latest buy collection,real_estate,real_estate,real_estate,1
B011,Amazing literature! Perfect for novel needs,books,books,books,1
B008,Discover road and auto today,automotive,automotive,automotive,1
M002,New arrival: Latest vegetables collection,grocery,grocery,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B007,Looking for camera? We've got you covered,electronics,electronics,electronics,1
B010,Best performance ever!,entertainment,entertainment,entertainment,1
M006,Exclusive holiday deals - limited time offer,travel,travel,"entertainment,travel",1
M001,Looking for team sports? We've got you covered,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M001,Discover sports and fitness equipment today,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B001,New arrival: Latest pizza collection,food,food,food,1
M003,Looking for wear? We've got you covered,fashion,fashion,"beauty,fashion,sports",1
B014,Looking for salon? We've got you covered,beauty,beauty,beauty,1
B009,Order house online now,real_estate,real_estate,real_estate,1
M001,Looking for mobile? We've got you covered,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B057,Best learning ever!,education,education,education,1
M002,Looking for gadget? We've got you covered,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B005,Shop now for premium investment at great prices,finance,finance,finance,1
M001,Shop now for premium style at great prices,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M008,Order haircare online now,beauty,beauty,"beauty,fashion,health",1
B007,Discover phone and electronic today,electronics,electronics,electronics,1
B009,New arrival: Latest flat collection,real_estate,real_estate,real_estate,1
M003,Just launched our new fitness equipment range,sports,sports,"beauty,fashion,sports",1
M005,Premium recipe services available,food,food,"food,grocery",1
M001,New arrival: Latest technology collection,tech,tech,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M002,Shop now for premium fitness equipment at great prices,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M006,Amazing travel! Perfect for vacation needs,travel,travel,"entertainment,travel",1
B006,Order weapon online now,weapons,weapons,fashion,0
B012,Best destination ever!,travel,travel,travel,1
M001,Premium literature services available,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M004,Shop now for premium cooking at great prices,food,food,"food,grocery",1
B005,Shop now for premium credit at great prices,finance,finance,finance,1
B008,Amazing auto! Perfect for vehicle needs,automotive,automotive,automotive,1
M005,Exclusive dish deals - limited time offer,food,food,"food,grocery",1
B006,Exclusive apparel deals - limited time offer,fashion,fashion,fashion,1
M002,Shop now for premium books at great prices,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M004,Discover dish and dish today,food,food,"food,grocery",1
M005,Best supermarket ever!,grocery,grocery,"food,grocery",1
M001,Just launched our new device range,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M007,Just launched our new resort range,travel,travel,"entertainment,travel",1
B009,Discover house and land today,real_estate,real_estate,real_estate,1
B006,Order wear online now,fashion,fashion,fashion,1
B005,Shop now for premium finance at great prices,finance,finance,finance,1
B012,Just launched our new holiday range,travel,travel,travel,1
M002,Looking for ebook? We've got you covered,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M005,Order cooking online now,food,food,"food,grocery",1
M003,Just launched our new trend range,fashion,fashion,"beauty,fashion,sports",1
B003,Discover course and teach today,education,education,education,1
M007,Amazing travel! Perfect for tourism needs,travel,travel,"entertainment,travel",1
M006,Best concert ever!,entertainment,entertainment,"entertainment,travel",1
B009,New arrival: Latest building collection,real_estate,real_estate,real_estate,1
M002,Discover gym and sports today,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M004,Exclusive restaurant deals - limited time offer,food,food,"food,grocery",1
M002,Discover smart and gadget today,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M001,Best computer ever!,tech,tech,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M006,Exclusive flight deals - limited time offer,travel,travel,"entertainment,travel",1
M003,Shop now for premium skincare at great prices,beauty,beauty,"beauty,fashion,sports",1
B008,Premium drive services available,automotive,automotive,automotive,1
B012,Premium vacation services available,travel,travel,travel,1
M001,Looking for journal? We've got you covered,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M008,Exclusive dress deals - limited time offer,fashion,fashion,"beauty,fashion,health",1
M008,Best treatment ever!,health,health,"beauty,fashion,health",1
M008,Discover medical and wellness today,health,health,"beauty,fashion,health",1
B002,Exclusive technology deals - limited time offer,tech,tech,tech,1
B009,New arrival: Latest home collection,real_estate,real_estate,real_estate,1
B002,Order computer online now,tech,tech,tech,1
M002,Shop now for premium camera at great prices,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B014,Amazing school! Perfect for teach needs,education,education,beauty,0
B013,Discover fruits and essentials today,grocery,grocery,grocery,1
M001,Best team sports ever!,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B008,Shop now for premium drive at great prices,automotive,automotive,automotive,1
B011,Best author ever!,books,books,books,1
B004,Just launched our new fitness range,health,health,health,1
B002,Best digital ever!,tech,tech,tech,1
B003,Shop now for premium teach at great prices,education,education,education,1
M002,Best gadget ever!,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M003,Order sports online now,sports,sports,"beauty,fashion,sports",1
B004,Shop now for premium care at great prices,health,health,health,1
M006,Looking for hotel? We've got you covered,travel,travel,"entertainment,travel",1
B012,Premium tourism services available,travel,travel,travel,1
M001,Shop now for premium literature at great prices,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M006,Discover film and show today,entertainment,entertainment,"entertainment,travel",1
M008,Premium treatment services available,health,health,"beauty,fashion,health",1
B009,Order villa online now,real_estate,real_estate,real_estate,1
B003,Shop now for premium teach at great prices,education,education,education,1
M008,Looking for treatment? We've got you covered,health,health,"beauty,fashion,health",1
M003,Order household online now,grocery,grocery,"beauty,fashion,sports",0
B012,Discover booking and tour today,travel,travel,travel,1
B010,Exclusive porn deals - limited time offer,adult_content,adult_content,entertainment,0
M001,Order outfit online now,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M001,Looking for program? We've got you covered,tech,tech,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M002,Discover phone and gadget today,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B009,Discover apartment and property today,real_estate,real_estate,real_estate,1
M006,Discover destination and vacation today,travel,travel,"entertainment,travel",1
B005,New arrival: Latest banking collection,finance,finance,finance,1
M008,Just launched our new ammo range,weapons,weapons,"beauty,fashion,health",0
B001,Premium grocery services available,food,food,food,1
M001,Exclusive gym deals - limited time offer,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M001,Amazing team sports! Perfect for outdoor needs,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B057,Order study online now,education,education,education,1
B006,Best fashion ever!,fashion,fashion,fashion,1
B005,Shop now for premium banking at great prices,finance,finance,finance,1
B009,Looking for home? We've got you covered,real_estate,real_estate,real_estate,1
M001,Shop now for premium machine learning at great prices,tech,tech,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
B003,Premium tutorial services available,education,education,education,1
B001,Premium meal services available,food,food,food,1
M001,Just launched our new beauty range,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M005,Best recipe ever!,food,food,"food,grocery",1
B001,Just launched our new dining range,food,food,food,1
M002,Exclusive library deals - limited time offer,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B011,Premium literature services available,books,books,books,1
B012,Just launched our new holiday range,travel,travel,travel,1
B010,Discover art and performance today,entertainment,entertainment,entertainment,1
M001,Looking for salon? We've got you covered,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M002,Amazing team sports! Perfect for exercise needs,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B008,Looking for auto? We've got you covered,automotive,automotive,automotive,1
B005,Looking for money? We've got you covered,finance,finance,finance,1
B009,Premium property services available,real_estate,real_estate,real_estate,1
B013,Amazing supermarket! Perfect for organic needs,grocery,grocery,grocery,1
M001,Discover AI and code today,tech,tech,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M002,Looking for author? We've got you covered,books,books,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B014,Shop now for premium erotic at great prices,adult_content,adult_content,beauty,0
B010,New arrival: Latest show collection,entertainment,entertainment,entertainment,1
M002,Exclusive TV deals - limited time offer,electronics,electronics,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M007,Order destination online now,travel,travel,"entertainment,travel",1
B009,Shop now for premium property at great prices,real_estate,real_estate,real_estate,1
M003,Discover workout and workout today,sports,sports,"beauty,fashion,sports",1
M004,Best groceries ever!,grocery,grocery,"food,grocery",1
M008,Just launched our new pharmacy range,health,health,"beauty,fashion,health",1
B011,Looking for adult? We've got you covered,adult_content,adult_content,books,0
M008,Amazing outfit! Perfect for dress needs,fashion,fashion,"beauty,fashion,health",1
B057,Shop now for premium skills at great prices,education,education,education,1
B003,Shop now for premium university at great prices,education,education,education,1
M002,New arrival: Latest groceries collection,grocery,grocery,"automotive,beauty,books,electronics,fashion,grocery,sports",1
B013,Exclusive phone deals - limited time offer,electronics,electronics,grocery,0
M002,New arrival: Latest car collection,automotive,automotive,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M006,Just launched our new performance range,entertainment,entertainment,"entertainment,travel",1
M007,New arrival: Latest tour collection,travel,travel,"entertainment,travel",1
B007,Amazing smart! Perfect for gadget needs,electronics,electronics,electronics,1
B006,Looking for clothing? We've got you covered,fashion,fashion,fashion,1
M006,Premium performance services available,entertainment,entertainment,"entertainment,travel",1
B003,Exclusive university deals - limited time offer,education,education,education,1
B009,Just launched our new property range,real_estate,real_estate,real_estate,1
B003,Order tutorial online now,education,education,education,1
M002,New arrival: Latest grooming collection,beauty,beauty,"automotive,beauty,books,electronics,fashion,grocery,sports",1
M004,Premium eat services available,food,food,"food,grocery",1
M001,Amazing apparel! Perfect for trend needs,fashion,fashion,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M001,Discover app and coding today,tech,tech,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M001,New arrival: Latest coding collection,tech,tech,"automotive,beauty,books,electronics,fashion,grocery,sports,tech",1
M002,Amazing gym! Perfect for fitness equipment needs,sports,sports,"automotive,beauty,books,electronics,fashion,grocery,sports",1
